topic_name|text_seg|count
AJAW_KICHE|ahavab quiche| 713
AJAW_KOTUJA_UNDÉCIMO|Ahau cotuha| 682
AJAW_KOTUJA_UNDÉCIMO|Ahau cotuha| 1601
AJAW_LOLMET|Lolmet ahau| 709
AJAW_LOLMET|Lolmet ahau| 1629
AJAW_LOLMET|ahau lolmet| 573
AJAW_LOLMET|ahau lolmet| 1487
AJAW_NIM_CHOKOJ|Nim chocoh| 710
AJAW_NIM_CHOKOJ|Ním chocoh| 1630
AJAW_NIM_CHOKOJ|ahau nim chocoh| 574
AJAW_NIM_CHOKOJ|ahau ním chocoh| 1488
AJAW_NIM_CHOKOJ|nimchocoh ahau| 715
AJAW_QALEL|Ahau ꜫalel| 685
AJAW_QALEL|Ahau ꜫalel| 1604
AJAW_QALEL|ahau ealel| 565
AJAW_QALEL|ahau ealel| 1476
AJAW_QALEL|ealel ahau| 607
AJAW_QALEL|ealel ahau| 1421
AJAW_QALEL|ealel ahau| 1525
AJAW_QALEL|ealelahau| 519
AJBATENAJA|ah batena| 368
AJBATENAJA|ahbatena| 1264
AJKIBAJA|quibaha| 367
AJKIBAJA|quíbaha| 1263
AJPOP|ahpop| 493
AJPOP|ahpop| 522
AJPOP|ahpop| 555
AJPOP|ahpop| 1465
AJPOP|ahpopol| 491
AJPOP_KAMJA|ahpop camha| 494
AJPOP_KAMJA|ahpop camha| 556
AJPOP_KAMJA|ahpop camha| 1466
AJPOP_KAMJA|ahpop camhail| 492
AJPOP_KAMJA|ahpopcam ha| 523
AJQUKUMATZ|ah cueumatz| 558
AJQUKUMATZ|ahcucumatz| 1468
AJQUKUMATZ|cucumatz| 547
AJQUKUMATZ|cucumatz| 576
AJQUKUMATZ|cucumatz| 578
AJQUKUMATZ|cucumatz| 1457
AJQUKUMATZ|cucumatz| 1495
AJQUKUMATZ|cucumatz| 1496
AJTOJIL|ah tohil| 557
AJTOJIL|ahtohíl| 1467
AJTZIKINAJA|ahq,iquinaha| 641
AJTZIKINAJA|q,íquínaha| 1558
AJTZIKINAJA|quinaha| 505
AJTZIKINAJA|q’íquínaha.| 1406
AJTZIK_WINAQ|ahtzíc vínac| 1486
ALOM|Pe.| 817
ALOM|alom| 5
ALOM|alom| 25
ALOM|alom| 42
ALOM|alom| 44
ALOM|alom| 48
ALOM|alom| 57
ALOM|alom| 61
ALOM|alom| 65
ALOM|alom| 85
ALOM|dos vezes madre| 806
ALOM|las madres| 750
ALOM|madre| 718
ALOM|madres| 774
ALOM|madres| 783
AWILIX|aulix| 371
AWILIX|aulix| 411
AWILIX|aulix| 415
AWILIX|aulix| 420
AWILIX|aulix| 423
AWILIX|aulix| 429
AWILIX|aulix| 432
AWILIX|aulix| 435
AWILIX|aulix| 438
AWILIX|aulix| 442
AWILIX|aulix| 449
AWILIX|aulix| 452
AWILIX|aulix| 455
AWILIX|aulix| 458
AWILIX|aulix| 469
AWILIX|aulix| 473
AWILIX|aulix| 617
AWILIX|aulix| 635
AWILIX|aulíx| 1267
AWILIX|auílix| 1333
AWILIX|auílix| 1336
AWILIX|auílix| 1347
AWILIX|auílix| 1354
AWILIX|auílix| 1357
AWILIX|auílix| 1365
AWILIX|auílix| 1552
AWILIX|auílíx| 1308
AWILIX|auílíx| 1312
AWILIX|auílíx| 1318
AWILIX|auílíx| 1321
AWILIX|auílíx| 1327
AWILIX|auílíx| 1330
AWILIX|auílíx| 1340
AWILIX|auílíx| 1349
AWILIX|auílíx| 1351
AWILIX|auílíx| 1368
AWILIX|auílíx| 1372
AWILIX|auílíx| 1536
AWILIX|avlix| 466
BALAM_AQAB|Balam acab| 1589
BALAM_AQAB|acab| 485
BALAM_AQAB|ba lam acab| 445
BALAM_AQAB|balam acab| 354
BALAM_AQAB|balam acab| 358
BALAM_AQAB|balam acab| 374
BALAM_AQAB|balam acab| 407
BALAM_AQAB|balam acab| 425
BALAM_AQAB|balam acab| 462
BALAM_AQAB|balam acab| 508
BALAM_AQAB|balam acab| 647
BALAM_AQAB|balam acab| 1250
BALAM_AQAB|balam acab| 1254
BALAM_AQAB|balam acab| 1275
BALAM_AQAB|balam acab| 1304
BALAM_AQAB|balam acab| 1343
BALAM_AQAB|balam acab| 1361
BALAM_AQAB|balam acab| 1376
BALAM_AQAB|balam acab| 1383
BALAM_AQAB|balam acab| 1409
BALAM_AQAB|balam acab| 1564
BALAM_AQAB|balamacab| 379
BALAM_AQAB|balamacab| 478
BALAM_AQAB|balamacab| 1270
BALAM_AQAB|balamacab| 1323
BALAM_AQAB|balamacab| 1390
BALAM_AQAB |Balam acab| 670
BALAM_KITZE|Balam quitze| 650
BALAM_KITZE|Balamquítze| 1567
BALAM_KITZE|balam quitze| 352
BALAM_KITZE|balam quitze| 353
BALAM_KITZE|balam quitze| 475
BALAM_KITZE|balam quitze| 477
BALAM_KITZE|balam quitze| 646
BALAM_KITZE|balam quitze| 652
BALAM_KITZE|balam quiꜩe| 357
BALAM_KITZE|balam quiꜩe| 373
BALAM_KITZE|balam quiꜩe| 378
BALAM_KITZE|balam quiꜩe| 406
BALAM_KITZE|balam quiꜩe| 424
BALAM_KITZE|balam quiꜩe| 444
BALAM_KITZE|balam quiꜩe| 461
BALAM_KITZE|balam quiꜩe| 507
BALAM_KITZE|balam quíꜩe| 1303
BALAM_KITZE|balam quíꜩe| 1342
BALAM_KITZE|balam quíꜩe| 1360
BALAM_KITZE|balamquitze| 482
BALAM_KITZE|balamquiꜩe| 1322
BALAM_KITZE|balamquítze| 1253
BALAM_KITZE|balamquítze| 1375
BALAM_KITZE|balamquítze| 1382
BALAM_KITZE|balamquítze| 1387
BALAM_KITZE|balamquítze| 1408
BALAM_KITZE|balamquítze| 1563
BALAM_KITZE|balamquíꜩe| 1249
BALAM_KITZE|balamquíꜩe| 1269
BALAM_KITZE|balamquíꜩe| 1274
BALAM_KITZE|balamq’tze| 1569
BARRANCO_AGITADO|fuerte varranca| 852
BARRANCO_AGITADO|nuzivan| 121
BARRANCO_RUIDOSO|cul, cu ziuan| 122
BATZA|Baꜩa| 677
BATZA|Baꜩa| 1596
BELEJEB_KEJ|Beleheb quih| 675
BELEJEB_KEJ|Beleheb quih| 1594
BELEJEB_KEJ|beleheb queh| 1420
BELEJEB_KEJ|xube+heb t/equeh| 518
BELEJEB_KEJ_NOVENO|Beleheb quih| 680
BELEJEB_KEJ_NOVENO|Beleheb quíh| 1599
BELEJEB_TZI|beleheb q’í| 1573
BELEJEB_TZI|beleheb tzi| 656
BITOL|Pe.| 746
BITOL|bitol| 4
BITOL|bitol| 19
BITOL|bitol| 23
BITOL|bitol| 47
BITOL|bitol| 56
BITOL|bitol| 60
BITOL|bitol| 64
BITOL|bitol| 74
BITOL|bitol| 91
BITOL|bitol| 93
BITOL|bitol| 95
BITOL|criador| 744
BITOL|cría dores| 782
BITOL|críadores| 787
BITOL|formador| 748
BITOL|formador| 773
BITOL|hazedor| 815
BITOL|vcahau| 21
CAMINO BLANCO|zaqui be hun| 128
CAMINO_AMARILLO|amaríllo| 858
CAMINO_AMARILLO|hun cut ꜫana| 129
CAMINO_BLANCO|blanco| 857
CAMINO_BLANCO|blanco| 1169
CAMINO_BLANCO|zaqui be| 285
CAMINO_NEGRO|be xibalba| 130
CAMINO_NEGRO|el camino negro| 859
CAMINO_NEGRO|el camíno de los SSes| 860
CAMINO_NEGRO|el camíno negro| 1172
CAMINO_NEGRO|hun cut queca be| 127
CAMINO_NEGRO|negro| 856
CAMINO_NEGRO|que ca be| 284
CAMINO_NEGRO|que ca be| 288
CAMINO_NEGRO|vno era Negro| 1168
CAMINO_ROJO|ca ca be| 286
CAMINO_ROJO|colorado| 855
CAMINO_ROJO|colorado| 1170
CAMINO_ROJO|hun ꜫaꜫabe| 126
CAMINO_VERDE|otro verde| 1171
CAMINO_VERDE|raxa be| 287
CASA_DE_HIELO|casa donde arrodillaban| 871
CASA_DE_HIELO|xuxulim ha| 141
CASA_DE_JAGUARES|balami ha| 142
CASA_DE_JAGUARES|casa de leon tígres| 872
CASA_DE_LOS_CHAYES|casa de navajas| 874
CASA_DE_LOS_CHAYES|chaim ha| 144
CASA_DE_MURCIELAGOS|casa de murzíelagos| 873
CASA_DE_MURCIELAGOS|tzotzi ha| 143
CASA_OSCURA|casa de la obscuridad| 870
CASA_OSCURA|quecuma ha| 140
CHAMIYABAQ|chamia baca| 293
CHAMIYABAQ|chamia baca| 300
CHAMIYABAQ|chamiabaca| 292
CHAMIYABAQ|chamiabaca| 294
CHAMIYABAQ|chamí baca| 1184
CHAMIYABAQ|chamía baca| 1196
CHAMIYABAQ|chamía buc| 1185
CHAMIYABAQ|chu baca| 268
CHAMIYABAQ|vbaca| 267
CHAMIYABAQ|vbacanu| 271
CHAMIYABAQ|xquipuquih| 316
CHAMIYAJOLOM|chamía holom| 1186
CHAMIYAJOLOM|chamía holom| 1187
CHAMIYAJOLOM|chamía holom| 1197
CHIMALMAT|chímalmat| 837
CHIPI_KAQULJA|chipa caculha| 33
CHIPI_KAQULJA|chipi caculha| 51
CHIPI_KAQULJA|chipicaculha| 40
CHIPI_KAQULJA|chipicaculha| 149
CHIPI_KAQULJA|chípa caculha| 759
CHIPI_KAQULJA|chípi caculha| 768
CHIPI_KAQULJA|chípí caculha| 777
CHIPI_KAQULJA|chípícaculha| 881
CHIPI_KAQULJA|el mas pequeño de los rayos| 760
CHI_CHAQ|chiq uchac| 513
CHI_CHAQ|chíchat| 1414
CHI_ISMACHI|Chiizmachi| 516
CHI_ISMACHI|chiizmachi| 524
CHI_ISMACHI|chiizmachi| 525
CHI_ISMACHI|chiizmachi| 529
CHI_ISMACHI|chiizmachi| 530
CHI_ISMACHI|chiizmachi| 543
CHI_ISMACHI|chiizmachi| 544
CHI_ISMACHI|chí ízmachí| 1418
CHI_ISMACHI|ízmachí| 1424
CHI_ISMACHI|ízmachí| 1425
CHI_ISMACHI|ízmachí| 1429
CHI_ISMACHI|ízmachí| 1430
CHI_ISMACHI|ízmachí| 1442
CHI_ISMACHI|ízmachí| 1444
CHI_ISMACHI|ízmachí| 1449
CHI_ISMACHI|ízmachí| 1453
CHI_ISMACHI|ízmachí| 1454
CHI_KIX|chiquix| 511
CHI_KIX|chiquix| 512
CHI_KIX|chíquíx| 1412
CHI_KIX|quix| 1413
CHULIMAL|chulimal| 606
CHULIMAL|chulímán| 1524
CHUWA_TZAQ|Guatta.| 1511
CHUWA_TZAQ|chuva tzac| 593
CHUWILA|chuuila| 586
CHUWILA|chuuíla| 1504
CHUWI_MEQENA|chuvi miquina| 591
CHUWI_MEQENA|tutunícapa| 1509
CORAZÓN_DEL_LAGO|corazon de la laguna| 730
CORAZÓN_DEL_LAGO|vguxcho| 724
CORAZÓN_DEL_LAGO|vqux cho| 11
CORAZÓN_DEL_MAR|corazon de el mar| 731
CORAZÓN_DEL_MAR|vguxpalo| 725
CORAZÓN_DEL_MAR|vqux palo| 12
CUATRO_CASAS_GRANDES|SSes.Señores de las grandes casas, q’que solo son quatro| 1627
CUATRO_CASAS_GRANDES|quatro casas grandes| 1632
DAN|Dan| 394
DAN|Dan| 1291
DIOS|Dios| 17
DIOS|Díos|1
DIOS|Díos| 742
DIOS|el criador| 771
DONADIU|Aluarado| 1574
DONADIU|Donadiu| 657
DON_CRISTÓBAL|Don christoual chuchaxic| 683
DON_CRISTÓBAL|Don chrístoual| 1602
DON_JUAN_CORTÉS|D.Juo. cortes| 1578
DON_JUAN_CORTÉS|Don Juo. cortes| 661
DON_JUAN_DE_ROJAS|D.Juo. de Roxas| 1577
DON_JUAN_DE_ROJAS|Don Juo. de Rojas| 660
DON_PEDRO_DE_ROBLES|Don Po.Pedro de Robles.| 1603
DON_PEDRO_DE_ROBLES|zDDon. Pedro de robles| 684
DOS_MUCHACHOS|caib qaholab| 103
DOS_MUCHACHOS|deçían| 1219
DOS_MUCHACHOS|dos muchachos| 1084
DOS_MUCHACHOS|dos muchachos| 1087
DOS_MUCHACHOS|díxeron| 1216
DOS_MUCHACHOS|díxeron| 1221
DOS_MUCHACHOS|díxeron| 1223
DOS_MUCHACHOS|ellos| 1028
DOS_MUCHACHOS|ellos| 1081
DOS_MUCHACHOS|ellos| 1107
DOS_MUCHACHOS|ellos| 1115
DOS_MUCHACHOS|ellos| 1117
DOS_MUCHACHOS|ellos| 1146
DOS_MUCHACHOS|ellos| 1157
DOS_MUCHACHOS|embíaron| 1224
DOS_MUCHACHOS|hermanos nuestros| 1010
DOS_MUCHACHOS|hermanos nuestros| 1011
DOS_MUCHACHOS|hijos| 877
DOS_MUCHACHOS|híjos| 884
DOS_MUCHACHOS|los dos| 1000
DOS_MUCHACHOS|los dos muchachos| 828
DOS_MUCHACHOS|los dos muchachos| 832
DOS_MUCHACHOS|los dos muchachos| 833
DOS_MUCHACHOS|los gémelos divinos| 1153
DOS_MUCHACHOS|los gémelos divinos| 1211
DOS_MUCHACHOS|los gémelos divinos| 1212
DOS_MUCHACHOS|los gémelos divinos| 1213
DOS_MUCHACHOS|los gémelos divinos| 1214
DOS_MUCHACHOS|los gémelos divinos| 1215
DOS_MUCHACHOS|los gémelos divinos| 1217
DOS_MUCHACHOS|los gémelos divinos| 1218
DOS_MUCHACHOS|los gémelos divinos| 1222
DOS_MUCHACHOS|los gémelos divinos| 1225
DOS_MUCHACHOS|los mozos, ó muchachos| 1137
DOS_MUCHACHOS|los muchachos| 1092
DOS_MUCHACHOS|los muchachos| 1126
DOS_MUCHACHOS|muchachos| 1095
DOS_MUCHACHOS|mís hijos| 923
DOS_MUCHACHOS|mís níetos| 1130
DOS_MUCHACHOS|nosotros| 994
DOS_MUCHACHOS|nosotros| 997
DOS_MUCHACHOS|nosotros| 1048
DOS_MUCHACHOS|nosotros| 1123
DOS_MUCHACHOS|nosotros, tus níetos| 1067
DOS_MUCHACHOS|níetos míos| 1072
DOS_MUCHACHOS|sus hermanos| 973
DOS_MUCHACHOS|sus hermanos| 1014
DOS_MUCHACHOS|sus hermanos| 1058
DOS_MUCHACHOS|sus hijos| 876
DOS_MUCHACHOS|vosotros| 998
EL_CRIADOR|ahꜩac| 101
EL_CRIADOR|el criador| 826
HERMANOS_ARTESANOS|ellos| 974
HERMANOS_ARTESANOS|ellos| 1007
HERMANOS_ARTESANOS|ellos| 1015
HERMANOS_ARTESANOS|nuestros hermanos| 996
HERMANOS_ARTESANOS|nuestros hermanos| 1003
HERMANOS_ARTESANOS|nuestros hermanos| 1022
HERMANOS_ARTESANOS|nuestros hermanos| 1051
HERMANOS_ARTESANOS|nuestros hermanos| 1068
HERMANOS_ARTESANOS|sus hermanos| 999
HERMANOS_ARTESANOS|sus hermanos| 1004
HERMANOS_ARTESANOS|sus hermanos| 1005
HERMANOS_ARTESANOS|sus hermanos| 1006
HERMANOS_ARTESANOS|tus níetos| 1160
HERMANOS_ARTESANOS|vuestros hermanos| 1023
HERMANOS_ARTESANOS|vuestros hermanos| 1024
HERO_TWINS|díxeron| 1199
HERO_TWINS|díxeron| 1201
HERO_TWINS|díxeron| 1203
HERO_TWINS|díxeron| 1204
HERO_TWINS|ençendíeron| 1202
HERO_TWINS|los gémelos divinos| 1229
HERO_TWINS|mançebos| 1209
HERO_TWINS|pensaban| 1200
HERO_TWINS|rían| 1210
HUN_CHOWEN|hun choven| 114
HURAKAN|huracan| 148
HURAKAN|huracan| 880
IIXMUKANE|la víeja| 954
IKIBALAM|iqui balam| 376
IKIBALAM|iqui balam| 381
IKIBALAM|iqui balam| 409
IKIBALAM|iqui balam| 427
IKIBALAM|iqui balam| 447
IKIBALAM|iqui balam| 464
IKIBALAM|iquibalam| 480
IKIBALAM|iquibalam| 649
IKIBALAM|íquíbalam| 1272
IKIBALAM|íquíbalam| 1277
IKIBALAM|íquíbalam| 1325
IKIBALAM|íquíbalam| 1345
IKIBALAM|íquíbalam| 1363
IKIBALAM|íquíbalam| 1378
IKIBALAM|íquíbalam| 1385
IKIBALAM|íquíbalam| 1566
IKIBALAM|íquíbam| 1306
ILOKAB|ilocab| 361
ILOKAB|ilocab| 393
ILOKAB|ilocab| 499
ILOKAB|ilocab| 531
ILOKAB|ilocab| 534
ILOKAB|ilocab| 536
ILOKAB|ilocab| 538
ILOKAB|ilocab| 614
ILOKAB|ilocab| 638
ILOKAB|ílocab| 1257
ILOKAB|ílocab| 1290
ILOKAB|ílocab| 1400
ILOKAB|ílocab| 1431
ILOKAB|ílocab| 1434
ILOKAB|ílocab| 1438
ILOKAB|ílocab| 1440
ILOKAB|ílocab| 1532
ILOKAB|ílocab| 1555
ILOKAB|ílocb| 1436
IQUI_BALAM|iqui balam| 356
IQUI_BALAM|íquíbalam| 1252
ISTAYUL|iztayul| 521
ISTAYUL|ztayul| 533
ISTAYUL|ztayul| 1433
ISTAYUL|ztayul| 1446
ISTAYUL|íztayul| 1423
ISTAYUL_NIJAIB|Ztayul| 678
ISTAYUL_NIJAIB|ztayul| 1597
IXKAKAW_E|xcacauíx| 948
IXKIK|Madre| 1021
IXKIK|Madre| 1050
IXKIK|Me.Madre| 1110
IXKIK|don zella| 904
IXKIK|donzella| 903
IXKIK|donçella| 955
IXKIK|ella| 896
IXKIK|ella| 897
IXKIK|ella| 899
IXKIK|la don cella| 941
IXKIK|la don çella| 952
IXKIK|la doncella| 883
IXKIK|la donzella| 887
IXKIK|la donzella| 889
IXKIK|la donzella| 902
IXKIK|la donzella| 911
IXKIK|la donzella| 944
IXKIK|la donzella| 951
IXKIK|la donçella| 912
IXKIK|la donçella| 927
IXKIK|la donçella| 945
IXKIK|la donçella| 956
IXKIK|la donçella| 959
IXKIK|mi híja| 893
IXKIK|mí nuera| 938
IXKIK|nuera mía| 940
IXKIK|su Me.Madre| 1066
IXKIK|su MeMadre| 1080
IXKIK|su hija| 895
IXKIK|su madre| 1103
IXKIK|su madre| 1113
IXKIK|su nuera| 929
IXKIK|xquic| 165
IXKIK|xquic| 166
IXKIK|xquic| 915
IXKIK|xquíc| 921
IXKIK|xquíc| 960
IXMUKAME|abuela| 1091
IXMUKANE|Señora| 995
IXMUKANE|Sra. Suegra| 933
IXMUKANE|abuela| 734
IXMUKANE|abuela| 800
IXMUKANE|abuela| 977
IXMUKANE|abuela| 993
IXMUKANE|abuela| 1020
IXMUKANE|abuela| 1029
IXMUKANE|abuela| 1041
IXMUKANE|abuela| 1044
IXMUKANE|abuela| 1045
IXMUKANE|abuela| 1062
IXMUKANE|abuela| 1101
IXMUKANE|abuela| 1161
IXMUKANE|amparadores| 738
IXMUKANE|dos vezes abuela| 740
IXMUKANE|ella| 1105
IXMUKANE|ella| 1106
IXMUKANE|ella| 1134
IXMUKANE|iyom| 79
IXMUKANE|la abuela| 1104
IXMUKANE|la vieja| 920
IXMUKANE|la vieja| 990
IXMUKANE|la vieja| 1131
IXMUKANE|la víeja| 928
IXMUKANE|la víeja| 934
IXMUKANE|la víeja| 937
IXMUKANE|la víeja| 939
IXMUKANE|la víeja| 953
IXMUKANE|la víeja| 961
IXMUKANE|la víeja| 964
IXMUKANE|la víeja| 1025
IXMUKANE|la víeja| 1031
IXMUKANE|la víeja| 1035
IXMUKANE|la víeja| 1038
IXMUKANE|la víeja| 1039
IXMUKANE|la víeja| 1040
IXMUKANE|la víeja| 1046
IXMUKANE|la víeja| 1047
IXMUKANE|la víeja| 1054
IXMUKANE|la víeja| 1073
IXMUKANE|la víeja| 1102
IXMUKANE|la víeja| 1108
IXMUKANE|la víeja| 1114
IXMUKANE|la víeja| 1124
IXMUKANE|la víeja| 1129
IXMUKANE|la víeja| 1132
IXMUKANE|la xmucane| 1128
IXMUKANE|laVíeja| 922
IXMUKANE|nuestra abuela| 1076
IXMUKANE|nuestra abuela| 1097
IXMUKANE|nuestra abuela| 1109
IXMUKANE|su abuela| 1063
IXMUKANE|su abuela| 1065
IXMUKANE|su abuela| 1071
IXMUKANE|su abuela| 1077
IXMUKANE|su abuela| 1078
IXMUKANE|su abuela| 1079
IXMUKANE|su abuela| 1100
IXMUKANE|su abuela| 1111
IXMUKANE|su abuela| 1112
IXMUKANE|su abuela| 1116
IXMUKANE|su abuela| 1158
IXMUKANE|su abuela| 1159
IXMUKANE|vos| 1049
IXMUKANE|vuestra abuela| 1096
IXMUKANE|vuestra abuela| 1133
IXMUKANE|vuestra abuela| 1136
IXMUKANE|vuestra abuela| 1152
IXMUKANE|vuestra abuela| 1156
IXMUKANE|xmuca ne| 82
IXMUKANE|xmucane| 16
IXMUKANE|xmucane| 68
IXMUKANE|xmucane| 72
IXMUKANE|xmucane| 76
IXMUKANE|xmucane| 88
IXMUKANE|xmucane| 115
IXMUKANE|xmucane| 737
IXMUKANE|xmucane| 791
IXMUKANE|xmucane| 795
IXMUKANE|xmucane| 797
IXMUKANE|xmucane| 803
IXMUKANE|xmucane| 810
IXMUKANE|xmucane| 846
IXQANIL|xcanil| 947
IXTOJ|xtoh| 946
JAQAWITZ|ha cauíꜩ| 1309
JAQAWITZ|hacauiꜩ| 474
JAQAWITZ|hacauítz| 1553
JAQAWITZ|hacauíꜩ| 1268
JAQAWITZ|hacauíꜩ| 1319
JAQAWITZ|hacauíꜩ| 1328
JAQAWITZ|hacauíꜩ| 1331
JAQAWITZ|hacauíꜩ| 1334
JAQAWITZ|hacauíꜩ| 1337
JAQAWITZ|hacauíꜩ| 1341
JAQAWITZ|hacauíꜩ| 1352
JAQAWITZ|hacauíꜩ| 1355
JAQAWITZ|hacauíꜩ| 1358
JAQAWITZ|hacauíꜩ| 1366
JAQAWITZ|hacauíꜩ| 1369
JAQAWITZ|hacauíꜩ| 1373
JAQAWITZ|hacavitz| 476
JAQAWITZ|hacavitz| 636
JAQAWITZ|hacaviꜩ| 372
JAQAWITZ|hacaviꜩ| 412
JAQAWITZ|hacaviꜩ| 421
JAQAWITZ|hacaviꜩ| 430
JAQAWITZ|hacaviꜩ| 433
JAQAWITZ|hacaviꜩ| 436
JAQAWITZ|hacaviꜩ| 439
JAQAWITZ|hacaviꜩ| 443
JAQAWITZ|hacaviꜩ| 453
JAQAWITZ|hacaviꜩ| 456
JAQAWITZ|hacaviꜩ| 459
JAQAWITZ|hacaviꜩ| 467
JAQAWITZ|hacaviꜩ| 470
JA_SIMAJ|donde todo era palos puntíagudos| 853
JA_SIMAJ|ha zimah| 123
JUMETA_JA|humetabs| 1415
JUNAJPU|hun ah pu| 210
JUNAJPU|hun ahau| 208
JUNAJPU|hun ahpu| 104
JUNAJPU|hun ahpu| 151
JUNAJPU|hun ahpu| 169
JUNAJPU|hun ahpu| 183
JUNAJPU|hun ahpu| 185
JUNAJPU|hun ahpu| 196
JUNAJPU|hun ahpu| 204
JUNAJPU|hun ahpu| 216
JUNAJPU|hun ahpu| 220
JUNAJPU|hun ahpu| 222
JUNAJPU|hun ahpu| 224
JUNAJPU|hun ahpu| 225
JUNAJPU|hun ahpu| 228
JUNAJPU|hun ahpu| 230
JUNAJPU|hun ahpu| 234
JUNAJPU|hun ahpu| 238
JUNAJPU|hun ahpu| 240
JUNAJPU|hun ahpu| 242
JUNAJPU|hun ahpu| 244
JUNAJPU|hun ahpu| 249
JUNAJPU|hun ahpu| 251
JUNAJPU|hun ahpu| 261
JUNAJPU|hun ahpu| 327
JUNAJPU|hun ahpu| 328
JUNAJPU|hun ahpu| 332
JUNAJPU|hun ahpu| 339
JUNAJPU|hun ahpu| 341
JUNAJPU|hun ahpu| 829
JUNAJPU|hun ahpu| 885
JUNAJPU|hun ahpu| 918
JUNAJPU|hun ahpu| 957
JUNAJPU|hun ahpu| 1012
JUNAJPU|hun ahpu| 1018
JUNAJPU|hun ahpu| 1026
JUNAJPU|hun ahpu| 1030
JUNAJPU|hun ahpu| 1032
JUNAJPU|hun ahpu| 1036
JUNAJPU|hun ahpu| 1042
JUNAJPU|hun ahpu| 1056
JUNAJPU|hun ahpu| 1069
JUNAJPU|hun ahpu| 1074
JUNAJPU|hun ahpu| 1082
JUNAJPU|hun ahpu| 1085
JUNAJPU|hun ahpu| 1093
JUNAJPU|hun ahpu| 1098
JUNAJPU|hun ahpu| 1231
JUNAJPU|hun ahpu| 1234
JUNAJPU|hun ahpu| 1235
JUNAJPU|hun ahpu| 1237
JUNAJPU|hun ahpu| 1239
JUNAJPU|hun ahpu| 1241
JUNAJPU|hun ahpu| 1243
JUNAJPU|hun nahpu| 283
JUNAJPU|hunahpu| 334
JUNAJPU|hunahpu| 962
JUNAJPU|hunahpu| 975
JUNAJPU|hunahpu| 984
JUNAJPU|hunahpu| 988
JUNAJPU|hunahpu| 991
JUNAJPU|hunahpu| 1138
JUNAJPU_UTIW|hun ahpu vtiu| 8
JUNAJPU_UTIW|hun ahpu vtiu| 70
JUNAJPU_UTIW|hun ahpu vtiu| 721
JUNAJPU_UTIW|hun ahpu vtíu| 793
JUNAJPU_UTIW|hun ahpu vtíu| 805
JUNAJPU_UTIW|hunahpu vtiu| 84
JUNAJPU_UTIW|vn tirador coyote| 727
JUNAJPU_WUCH|hun ahpu vuch| 7
JUNAJPU_WUCH|hun ahpu vuch| 69
JUNAJPU_WUCH|hun ahpu vuch| 720
JUNAJPU_WUCH|hun ahpu vuch| 792
JUNAJPU_WUCH|hun ahpu vuch| 804
JUNAJPU_WUCH|hunahpu vuch| 83
JUNAJPU_WUCH|vn tirador tacuazín| 726
JUNKAME|hun came| 1121
JUN_BATZ|hun +baꜩ| 965
JUN_BATZ|hun batz| 177
JUN_BATZ|hun batz| 179
JUN_BATZ|hun batz| 181
JUN_BATZ|hun batz| 942
JUN_BATZ|hun batz| 949
JUN_BATZ|hun baꜩ| 113
JUN_BATZ|hun baꜩ| 163
JUN_BATZ|hun baꜩ| 167
JUN_BATZ|hun baꜩ| 172
JUN_BATZ|hun baꜩ| 187
JUN_BATZ|hun baꜩ| 189
JUN_BATZ|hun baꜩ| 191
JUN_BATZ|hun baꜩ| 194
